Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	positive regulation of programmed cell death (GO:0043068)	1/286	2.503898e-01	2.627547e-01	0	0	3.637119e+00	5.036452e+00	TOP2A
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	1/303	2.632188e-01	2.753673e-01	0	0	3.429418e+00	4.577483e+00	CDK1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	1/310	2.684404e-01	2.799685e-01	0	0	3.350537e+00	4.406379e+00	TOP2A
GO_Biological_Process_2021	protein polyubiquitination (GO:0000209)	1/314	2.714084e-01	2.821984e-01	0	0	3.307046e+00	4.312819e+00	UBE2C
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	2/1079	2.940060e-01	3.047624e-01	0	0	1.950170e+00	2.387311e+00	CHEK2;AURKA
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	1/351	2.983255e-01	3.082999e-01	0	0	2.951880e+00	3.570506e+00	KIF2C
GO_Biological_Process_2021	protein transport (GO:0015031)	1/369	3.110761e-01	3.205026e-01	0	0	2.804920e+00	3.275355e+00	CENPF
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1/371	3.124791e-01	3.209755e-01	0	0	2.789474e+00	3.244765e+00	PLK1
GO_Biological_Process_2021	positive regulation of transcription, DNA-templated (GO:0045893)	2/1183	3.331985e-01	3.412274e-01	0	0	1.768652e+00	1.943778e+00	CHEK2;CHEK1
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	1/417	3.440103e-01	3.512418e-01	0	0	2.475202e+00	2.641248e+00	CHEK2
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	1/430	3.526692e-01	3.590046e-01	0	0	2.398601e+00	2.499882e+00	CHEK2
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	1/468	3.773616e-01	3.829939e-01	0	0	2.199143e+00	2.143178e+00	CHEK2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	1/474	3.811777e-01	3.857155e-01	0	0	2.170580e+00	2.093502e+00	BIRC5
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	1/482	3.862312e-01	3.896695e-01	0	0	2.133603e+00	2.029738e+00	BIRC5
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	1/511	4.042235e-01	4.066153e-01	0	0	2.009288e+00	1.819988e+00	CHEK2
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	1/621	4.680197e-01	4.694003e-01	0	0	1.643463e+00	1.247791e+00	BIRC5
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	1/764	5.412964e-01	5.412964e-01	0	0	1.325585e+00	8.136283e-01	BIRC5
